id,description,property_type,bedrooms,bathrooms,commercial,display_address,display_status,latitude,longitude,price,first_visible_date,url,postcode,deliveryPointId,epcGraphs
84860888,6 bedroom detached house for sale,Detached,6,,False,"Baddow Road, Chelmsford",Sold STC,51.72147,0.48916,900000,2019-09-17T17:41:01Z,/properties/84860888,CM2 9RA,28844314,https://media.rightmove.co.uk/77k/76437/84860888/76437_BADDROAD_EPC_00_0000.pdf
71308827,5 bedroom detached house for sale,Detached,5,3,False,"Woodhill Road, Sandon",Sold STC,51.715637,0.524303,900000,2020-06-20T05:25:42Z,/properties/71308827,CM2 7SF,30686392,
74893581,5 bedroom detached house for sale,Detached,5,3,False,"Beaulieu Park, Chelmsford, CM1",Sold STC,51.755325,0.509803,900000,2020-11-02T18:11:02Z,/properties/74893581,CM1 6BD,21073684,
101911838,4 bedroom detached house for sale,Detached,4,1,False,"New Court Road, Chelmsford, Essex, CM2",Sold STC,51.73826,0.489656,899995,2021-01-12T17:50:40Z,/properties/101911838,CM2 6BZ,28292458,
84995965,4 bedroom detached house for sale,Detached,4,2,False,"The Street, Little Waltham, Chelmsford",Sold STC,51.790918,0.475066,895000,2020-09-21T09:16:20Z,/properties/84995965,CM3 3NY,35713474,
75605736,4 bedroom detached house for sale,Detached,4,4,False,"Woodview, Woodhill Road, Sandon, Chelmsford",Sold STC,51.7138,0.53695,895000,2020-11-25T14:40:03Z,/properties/75605736,CM2 7SE,,
77526069,5 bedroom detached house for sale,Detached,5,3,False,"William Porter Close, Beaulieu Park, Chelmsford, Essex, CM1",Sold STC,51.76017,0.50085,890000,2021-02-02T01:24:39Z,/properties/77526069,CM1 6AN,,
88386430,5 bedroom detached house for sale,Detached,5,0,False,"Condor Gate, Chelmsford, Essex, CM3",Sold STC,51.770015,0.495621,875000,2021-01-18T11:09:04Z,/properties/88386430,CM3 3FU,,
90546578,4 bedroom semi-detached house for sale,Semi-Detached,4,,False,"The Tye, Margaretting",Sold STC,51.68511,0.43508,875000,2020-03-17T12:03:26Z,/properties/90546578,CM4 9JY,35990053,https://media.rightmove.co.uk/77k/76437/90546578/76437_1BrookView_EPC_00_0000.pdf
101479844,4 bedroom detached house for sale,Detached,4,1,False,"Chelmsford Road, Chelmsford, CM3",Sold STC,51.790913,0.464225,875000,2020-12-28T07:47:13Z,/properties/101479844,CM3 1AQ,28749709,https://media.rightmove.co.uk/152k/151070/101479844/151070_1091965-1_EPC_00_0000.pdf
